,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
13372,13373,0.24,Very Good,D,VS1,62.9,56.0,419,3.96,3.99,2.5
13374,13375,0.24,Ideal,F,VS2,61.2,57.0,419,4.04,4.06,2.48
13379,13380,0.32,Ideal,H,SI2,61.9,54.0,420,4.42,4.46,2.75
13384,13385,0.31,Ideal,E,SI1,60.1,57.0,601,4.36,4.39,2.63
13385,13386,0.37,Ideal,J,IF,61.9,54.0,601,4.63,4.68,2.88
13387,13388,0.35,Good,D,SI1,63.3,56.0,601,4.5,4.53,2.86
13390,13391,0.38,Ideal,G,SI2,61.6,55.0,602,4.64,4.68,2.87
13393,13394,0.32,Very Good,F,VS2,59.7,62.0,602,4.38,4.43,2.63
13394,13395,0.32,Good,F,VS2,63.3,57.0,602,4.34,4.38,2.76
13396,13397,0.32,Very Good,F,VS2,58.8,62.0,602,4.43,4.48,2.62
13413,13414,1.2,Ideal,H,SI1,62.9,57.0,5510,6.79,6.76,4.26
13420,13421,1.2,Premium,I,SI1,61.1,58.0,5510,6.88,6.8,4.18
13421,13422,1.0,Very Good,G,SI1,62.3,62.0,5511,6.34,6.38,3.96
13423,13424,1.32,Very Good,J,SI2,61.7,60.0,5513,6.95,7.01,4.31
13430,13431,1.06,Ideal,I,VS2,60.3,57.0,5516,6.61,6.66,4.01
13431,13432,0.92,Ideal,E,SI1,62.1,56.0,5516,6.22,6.24,3.87
13433,13434,1.27,Premium,J,VS1,62.6,59.0,5518,6.88,6.92,4.32
13437,13438,1.16,Ideal,J,IF,60.6,56.0,5519,6.79,6.86,4.14
13444,13445,1.0,Very Good,F,SI1,63.3,58.0,5521,6.34,6.36,4.02
13445,13446,1.1,Very Good,H,SI1,62.9,57.0,5521,6.54,6.59,4.13
13454,13455,1.35,Fair,J,SI1,65.2,56.0,5524,6.9,7.02,4.54
13459,13460,1.13,Very Good,G,SI1,63.1,58.0,5526,6.65,6.59,4.18
13460,13461,1.01,Ideal,F,SI1,62.0,54.0,5527,6.41,6.49,4.0
13461,13462,1.09,Ideal,F,SI1,62.5,57.0,5527,6.59,6.54,4.1
13462,13463,1.0,Very Good,F,SI1,63.3,58.0,5528,6.28,6.39,4.01
13474,13475,1.01,Very Good,E,SI1,59.5,57.0,5534,6.56,6.62,3.92
13476,13477,1.15,Ideal,I,VS2,61.7,57.0,5534,6.72,6.74,4.15
13477,13478,1.2,Ideal,J,VS1,61.3,56.0,5534,6.83,6.87,4.2
13478,13479,1.08,Ideal,F,SI1,62.7,57.0,5534,6.53,6.57,4.11
13480,13481,1.01,Ideal,E,SI1,60.8,56.0,5534,6.48,6.51,3.95
13484,13485,1.2,Ideal,I,SI1,62.4,57.0,5535,6.75,6.8,4.23
13487,13488,1.5,Premium,J,SI1,62.1,57.0,5536,7.42,7.26,4.56
13488,13489,1.07,Ideal,E,SI1,61.4,57.0,5537,6.59,6.53,4.03
13492,13493,1.01,Fair,G,VS2,64.5,57.0,5538,6.26,6.2,4.02
13493,13494,1.01,Premium,G,VS2,58.1,59.0,5538,6.61,6.53,3.82
13503,13504,1.01,Very Good,D,SI1,61.5,61.0,5542,6.37,6.47,3.95
13505,13506,1.01,Premium,D,SI1,61.6,60.0,5543,6.47,6.43,3.97
13509,13510,1.01,Very Good,D,SI1,63.1,60.0,5543,6.39,6.32,4.01
13514,13515,1.01,Premium,E,SI1,59.8,59.0,5543,6.52,6.48,3.89
13515,13516,1.0,Premium,E,SI1,60.3,62.0,5544,6.33,6.25,3.79
13521,13522,1.01,Good,H,SI1,60.1,61.0,5544,6.5,6.47,3.9
13525,13526,1.0,Premium,E,SI1,61.9,60.0,5544,6.46,6.37,3.97
13526,13527,1.0,Premium,E,SI1,60.7,59.0,5544,6.41,6.38,3.88
13532,13533,1.12,Ideal,E,SI2,62.0,57.0,5546,6.61,6.63,4.11
13535,13536,1.31,Ideal,I,SI2,63.6,55.0,5546,6.98,6.92,4.42
13537,13538,1.11,Ideal,D,SI2,61.6,55.0,5547,6.62,6.66,4.09
13543,13544,1.13,Very Good,H,VS2,61.4,61.0,5548,6.67,6.71,4.11
13547,13548,1.11,Premium,H,VS2,62.4,58.0,5550,6.69,6.57,4.14
13554,13555,1.07,Ideal,G,SI1,62.2,56.0,5551,6.52,6.56,4.07
13556,13557,1.18,Ideal,I,VS1,62.2,57.0,5551,6.76,6.72,4.19
13557,13558,1.2,Premium,D,SI2,62.0,58.0,5551,6.84,6.77,4.22
13563,13564,1.16,Premium,H,SI1,61.2,57.0,5554,6.84,6.76,4.16
13564,13565,1.16,Ideal,H,SI1,62.2,55.0,5554,6.79,6.74,4.21
13566,13567,1.05,Good,H,VS1,63.3,57.0,5555,6.4,6.45,4.07
13569,13570,1.0,Ideal,E,SI1,61.4,57.0,5555,6.43,6.5,3.97
13583,13584,1.05,Premium,F,SI1,61.8,56.0,5557,6.55,6.45,4.02
13584,13585,1.05,Premium,F,SI1,60.3,60.0,5557,6.66,6.54,3.98
13585,13586,1.05,Ideal,F,SI1,62.0,55.0,5557,6.54,6.5,4.04
13592,13593,1.01,Very Good,F,VS2,61.0,59.0,5560,6.39,6.46,3.92
13595,13596,1.04,Premium,H,VS2,61.2,59.0,5561,6.57,6.51,4.0
13597,13598,1.18,Very Good,G,SI2,62.4,56.0,5562,6.8,6.83,4.25
13599,13600,1.2,Ideal,G,SI2,58.9,60.0,5562,6.98,6.94,4.1
13603,13604,1.02,Very Good,E,VS2,62.8,59.0,5565,6.39,6.44,4.03
13604,13605,1.2,Very Good,H,SI1,62.8,58.0,5567,6.73,6.8,4.25
13611,13612,1.09,Very Good,F,SI1,62.3,57.0,5570,6.55,6.61,4.1
13612,13613,1.2,Good,I,VS1,57.8,61.0,5570,7.02,6.96,4.04
13618,13619,1.21,Premium,J,VVS2,60.8,60.0,5572,6.86,6.88,4.18
13621,13622,1.07,Premium,H,VS2,62.4,57.0,5573,6.58,6.52,4.09
13630,13631,1.2,Ideal,I,SI1,60.1,56.0,5578,6.9,6.84,4.13
13632,13633,1.35,Very Good,I,SI2,58.6,63.0,5579,7.28,7.19,4.24
13638,13639,1.13,Premium,F,SI1,60.6,60.0,5581,6.76,6.67,4.07
13640,13641,1.08,Premium,H,VS1,59.6,59.0,5582,6.72,6.66,3.99
13641,13642,1.1,Ideal,H,SI1,62.7,57.0,5583,6.6,6.63,4.15
13645,13646,1.24,Very Good,I,SI1,60.0,59.0,5584,6.98,7.01,4.2
13646,13647,1.17,Very Good,H,VS2,59.6,59.0,5585,6.84,6.88,4.09
13653,13654,1.09,Very Good,J,VVS1,63.9,56.0,5588,6.47,6.51,4.15
13654,13655,1.27,Good,J,VS1,63.4,60.0,5588,6.8,6.85,4.33
13656,13657,1.32,Premium,I,SI2,61.3,59.0,5588,7.01,6.95,4.28
13662,13663,1.05,Good,H,VS2,63.7,58.0,5592,6.45,6.4,4.09
13664,13665,1.5,Ideal,I,I1,61.3,57.0,5593,7.36,7.39,4.52
13694,13695,1.0,Very Good,G,VS2,63.3,60.0,5600,6.37,6.29,4.01
13700,13701,1.13,Premium,G,SI1,60.9,58.0,5600,6.75,6.72,4.1
13702,13703,1.04,Good,G,VS2,61.4,65.0,5601,6.53,6.47,3.99
13706,13707,1.09,Premium,H,VS2,62.6,56.0,5601,6.62,6.55,4.12
13707,13708,1.07,Ideal,E,SI2,61.5,56.0,5602,6.58,6.61,4.06
13710,13711,0.37,Ideal,H,VS2,60.7,58.0,603,4.64,4.68,2.83
13712,13713,0.37,Ideal,H,VS2,61.7,55.0,603,4.64,4.67,2.87
13713,13714,0.3,Ideal,E,VS2,62.3,56.0,603,4.27,4.3,2.67
13720,13721,0.39,Ideal,G,SI2,61.2,56.0,603,4.71,4.73,2.89
13723,13724,0.32,Good,G,VS2,56.7,64.0,603,4.52,4.55,2.57
13726,13727,0.27,Ideal,E,VS2,62.7,55.0,603,4.18,4.15,2.61
13728,13729,0.27,Ideal,E,VS1,61.6,56.0,603,4.17,4.14,2.56
13730,13731,0.27,Ideal,E,VS1,61.6,55.0,603,4.18,4.16,2.57
13734,13735,0.27,Very Good,F,VVS1,61.8,55.0,604,4.13,4.16,2.56
13739,13740,0.41,Ideal,J,VS1,62.2,55.0,604,4.76,4.79,2.97
13743,13744,1.22,Ideal,H,SI2,61.0,57.0,5602,6.93,6.88,4.2
13746,13747,1.21,Ideal,J,VS1,61.8,56.2,5604,6.78,6.86,4.2
13752,13753,1.0,Premium,F,VS2,59.9,60.0,5606,6.11,6.07,3.65
13754,13755,1.0,Good,F,VS2,64.2,58.0,5606,6.32,6.26,4.04
13759,13760,1.03,Ideal,E,SI1,62.0,53.0,5608,6.47,6.5,4.02
13761,13762,1.2,Ideal,H,SI2,61.0,57.0,5610,6.84,6.9,4.19
13779,13780,1.27,Premium,D,SI2,58.9,59.0,5618,7.14,7.02,4.17
13787,13788,1.04,Premium,F,SI1,62.5,60.0,5621,6.43,6.46,4.03
13788,13789,1.0,Very Good,D,SI1,59.2,62.0,5621,6.49,6.54,3.86
13792,13793,1.01,Very Good,D,SI1,63.3,57.0,5622,6.33,6.37,4.02
13799,13800,1.64,Premium,J,SI2,63.0,58.0,5624,7.54,7.49,4.74
13805,13806,1.13,Very Good,H,VS2,61.7,56.0,5625,6.65,6.73,4.13
13806,13807,1.08,Ideal,H,VS2,61.8,56.0,5625,6.59,6.55,4.06
13808,13809,1.15,Ideal,I,VS1,62.1,55.0,5626,6.76,6.67,4.18
13812,13813,1.01,Good,E,SI1,58.1,59.0,5627,6.57,6.65,3.84
13814,13815,1.25,Very Good,J,VS1,61.8,58.0,5628,6.89,6.93,4.27
13824,13825,1.04,Fair,G,VS1,64.9,58.0,5633,6.36,6.33,4.12
13828,13829,1.1,Ideal,H,SI1,62.2,55.0,5636,6.66,6.62,4.13
13829,13830,1.25,Very Good,H,SI2,61.6,54.0,5637,6.85,6.95,4.25
13832,13833,1.01,Very Good,H,VS2,60.7,58.0,5638,6.47,6.51,3.94
13833,13834,1.24,Ideal,I,VS2,62.4,57.0,5638,6.82,6.9,4.28
13837,13838,0.87,Ideal,F,VS1,62.0,55.0,5640,6.1,6.13,3.79
13842,13843,1.0,Good,D,SI1,64.2,56.0,5642,6.23,6.29,4.02
13851,13852,1.0,Very Good,G,VS2,63.2,58.0,5645,6.33,6.27,3.98
13854,13855,1.26,Ideal,I,SI1,62.4,56.0,5645,6.93,6.85,4.3
13857,13858,1.0,Premium,D,SI1,60.3,60.0,5645,6.31,6.26,3.79
13868,13869,1.23,Premium,H,SI2,62.1,61.0,5648,6.86,6.79,4.24
13872,13873,1.22,Premium,I,VS2,62.9,58.0,5649,6.8,6.75,4.26
13878,13879,1.14,Ideal,D,SI2,61.4,56.0,5650,6.77,6.69,4.13
13880,13881,1.06,Ideal,I,VS1,61.2,57.0,5651,6.59,6.56,4.03
13886,13887,1.03,Ideal,D,SI1,62.4,57.0,5653,6.47,6.44,4.03
13889,13890,1.01,Very Good,D,SI1,63.2,58.0,5654,6.28,6.34,3.99
13890,13891,1.23,Premium,G,VS2,61.6,58.0,5654,6.91,6.85,4.24
13892,13893,1.2,Ideal,I,SI1,61.5,60.0,5655,6.85,6.8,4.2
13904,13905,1.07,Very Good,J,VVS2,60.0,60.0,5661,6.57,6.59,3.95
13912,13913,1.06,Very Good,H,SI1,59.3,59.0,5664,6.66,6.7,3.96
13915,13916,1.29,Premium,I,VS1,61.1,58.0,5664,7.03,6.98,4.28
13918,13919,1.09,Ideal,F,SI1,62.0,56.0,5665,6.56,6.61,4.08
13919,13920,1.23,Very Good,J,VVS2,61.2,57.0,5665,6.86,6.92,4.22
13921,13922,1.02,Ideal,H,VS2,62.4,57.0,5666,6.4,6.35,3.98
13925,13926,1.02,Premium,E,VS2,62.8,59.0,5666,6.44,6.39,4.03
13927,13928,0.96,Ideal,F,VS1,61.2,56.0,5666,6.38,6.34,3.89
13940,13941,1.22,Premium,I,SI1,62.1,58.0,5671,6.89,6.8,4.25
13941,13942,1.22,Premium,H,SI2,60.7,59.0,5671,6.91,6.87,4.18
13943,13944,1.21,Very Good,I,SI1,61.8,59.0,5672,6.75,6.78,4.18
13954,13955,1.09,Premium,H,VS2,60.0,56.0,5677,6.73,6.68,4.02
13965,13966,1.01,Very Good,H,VVS2,59.6,63.0,5684,6.55,6.47,3.88
13969,13970,1.11,Ideal,H,SI1,62.6,57.0,5688,6.64,6.59,4.14
13970,13971,1.85,Very Good,H,I1,63.3,56.0,5688,7.8,7.75,4.92
13977,13978,1.27,Ideal,I,SI1,62.4,56.0,5690,6.95,6.9,4.32
13981,13982,1.2,Ideal,I,SI1,62.3,53.0,5694,6.8,6.85,4.25
13982,13983,1.01,Ideal,D,SI1,62.1,56.0,5694,6.36,6.43,3.97
13989,13990,1.01,Very Good,G,VS2,62.4,58.0,5696,6.37,6.41,3.99
13990,13991,1.18,Premium,H,SI1,61.8,58.0,5696,6.74,6.79,4.18
13994,13995,1.06,Ideal,I,SI1,61.8,55.0,5697,6.54,6.57,4.04
13996,13997,1.19,Very Good,H,SI1,63.3,55.0,5698,6.76,6.69,4.26
14003,14004,1.25,Very Good,I,SI1,62.1,58.0,5699,6.86,6.9,4.27
14015,14016,1.01,Very Good,G,VS2,63.2,55.0,5701,6.39,6.34,4.02
14017,14018,1.01,Good,G,VS2,57.5,62.0,5701,6.58,6.53,3.77
14018,14019,1.01,Premium,G,VS2,61.1,60.0,5701,6.46,6.37,3.92
14032,14033,1.02,Premium,F,VS2,63.0,60.0,5704,6.41,6.35,4.02
14035,14036,1.05,Ideal,H,SI1,60.8,56.0,5704,6.62,6.58,4.01
14037,14038,1.09,Premium,H,SI1,59.5,58.0,5706,6.73,6.71,4.0
14038,14039,1.02,Good,G,VS1,57.3,59.0,5706,6.71,6.65,3.83
14048,14049,0.32,Ideal,I,VS1,62.1,57.0,605,4.42,4.37,2.73
14058,14059,0.3,Premium,G,VS1,61.8,59.0,605,4.34,4.37,2.69
14059,14060,0.3,Ideal,F,VS2,61.1,56.0,605,4.31,4.33,2.64
14063,14064,0.3,Good,G,VS1,63.4,58.0,605,4.23,4.25,2.69
14064,14065,0.3,Ideal,F,VS2,61.8,57.0,605,4.31,4.33,2.67
14088,14089,1.35,Premium,J,SI1,61.1,61.0,5715,7.13,7.1,4.35
14089,14090,1.23,Ideal,F,SI2,62.8,57.0,5715,6.74,6.86,4.27
14091,14092,1.1,Premium,F,SI1,59.5,59.0,5717,6.7,6.77,4.01
14094,14095,0.91,Ideal,D,SI1,60.6,56.0,5717,6.27,6.3,3.81
14096,14097,1.23,Premium,I,SI1,62.0,57.0,5717,6.91,6.83,4.26
14098,14099,1.2,Premium,H,SI1,62.4,58.0,5718,6.76,6.79,4.23
14103,14104,1.21,Premium,F,SI1,61.1,61.0,5720,6.78,6.74,4.13
14105,14106,1.32,Ideal,I,SI2,61.7,55.0,5721,7.07,7.03,4.35
14116,14117,1.0,Premium,D,SI1,62.2,58.0,5723,6.45,6.34,3.98
14119,14120,1.04,Premium,F,SI1,62.5,60.0,5724,6.46,6.43,4.03
14128,14129,1.0,Fair,E,VS2,67.0,54.0,5729,6.23,6.18,4.16
14129,14130,0.93,Premium,F,SI1,62.3,59.0,5729,6.25,6.21,3.88
14134,14135,1.01,Very Good,D,SI1,62.6,56.0,5731,6.36,6.39,3.99
14142,14143,1.22,Premium,G,SI2,60.5,58.0,5739,6.96,6.92,4.2
14146,14147,1.22,Premium,D,SI1,62.3,60.0,5739,6.84,6.8,4.25
14147,14148,1.25,Premium,I,SI1,62.4,58.0,5740,6.89,6.85,4.29
14148,14149,1.25,Premium,H,SI2,61.2,62.0,5740,6.95,6.84,4.22
14152,14153,1.24,Premium,F,SI2,62.2,58.0,5741,6.86,6.8,4.25
14159,14160,1.31,Premium,I,SI2,60.5,59.0,5744,7.11,7.04,4.28
14163,14164,1.2,Premium,H,SI1,62.1,55.0,5746,6.79,6.74,4.2
14167,14168,1.19,Premium,I,VS1,59.9,61.0,5747,6.91,6.85,4.12
14172,14173,1.51,Fair,I,I1,65.1,57.0,5750,7.16,7.12,4.65
14173,14174,1.15,Very Good,H,VS2,63.1,56.0,5750,6.7,6.62,4.2
14174,14175,1.11,Premium,G,SI1,62.4,58.0,5750,6.65,6.61,4.14
14176,14177,1.17,Premium,H,SI1,62.5,57.0,5751,6.79,6.75,4.23
14180,14181,0.81,Ideal,E,VVS1,62.5,54.0,5752,5.95,5.98,3.73
14184,14185,1.34,Premium,D,SI2,60.3,59.0,5756,7.16,7.11,4.3
14187,14188,0.9,Very Good,D,VS1,63.0,58.0,5757,6.11,6.15,3.86
14188,14189,0.9,Very Good,D,VS1,63.0,56.0,5757,6.13,6.18,3.88
14192,14193,1.08,Premium,D,SI1,62.6,56.0,5758,6.62,6.57,4.13
14197,14198,1.01,Very Good,G,VS2,61.9,59.0,5759,6.34,6.38,3.94
14201,14202,1.01,Premium,G,VS2,60.2,59.0,5759,6.48,6.55,3.92
14202,14203,1.01,Premium,G,VS2,61.2,58.0,5759,6.46,6.49,3.96
14203,14204,1.01,Very Good,G,VS2,59.9,60.0,5759,6.46,6.52,3.89
14208,14209,1.13,Ideal,G,SI1,61.8,55.0,5759,6.71,6.75,4.16
14210,14211,1.01,Very Good,E,VS2,59.3,59.0,5760,6.5,6.56,3.87
14220,14221,1.14,Ideal,H,SI1,62.2,54.0,5763,6.69,6.74,4.18
14224,14225,1.38,Ideal,J,SI2,61.0,56.0,5765,7.22,7.26,4.42
14225,14226,1.33,Premium,I,SI2,62.3,59.0,5765,7.01,6.98,4.36
14226,14227,1.0,Very Good,G,VS2,59.0,62.0,5766,6.49,6.56,3.85
14227,14228,1.0,Good,G,VS2,59.3,61.0,5766,6.51,6.57,3.88
14228,14229,1.04,Premium,E,SI1,59.6,59.0,5766,6.59,6.56,3.92
14229,14230,1.2,Ideal,G,VS1,61.7,56.0,5766,6.84,6.77,4.2
14239,14240,1.09,Ideal,F,SI1,62.0,56.0,5768,6.61,6.56,4.08
14244,14245,1.13,Fair,H,SI1,65.3,59.0,5771,6.52,6.44,4.23
14249,14250,1.22,Premium,H,VS1,62.2,58.0,5773,6.84,6.76,4.23
14250,14251,1.02,Ideal,F,SI1,62.3,56.0,5773,6.41,6.44,4.0
14252,14253,1.22,Ideal,H,VS1,62.7,55.0,5773,6.82,6.73,4.25
14255,14256,1.0,Ideal,D,SI1,60.6,56.0,5775,6.5,6.54,3.95
14257,14258,1.0,Premium,D,SI1,62.5,59.0,5775,6.32,6.38,3.97
14259,14260,1.0,Premium,D,SI1,61.4,58.0,5775,6.37,6.43,3.93
14260,14261,1.08,Premium,H,VS2,62.9,55.0,5775,6.59,6.54,4.13
14268,14269,1.01,Very Good,G,VS2,62.9,60.0,5779,6.28,6.35,3.97
14269,14270,1.13,Premium,H,VS2,62.4,58.0,5779,6.61,6.66,4.14
14271,14272,1.2,Good,H,SI1,63.7,58.0,5779,6.72,6.68,4.27
14273,14274,0.92,Ideal,D,SI1,62.3,56.0,5779,6.2,6.23,3.87
14280,14281,1.16,Premium,F,VS2,60.5,59.0,5781,6.86,6.8,4.13
14285,14286,1.06,Premium,H,VS2,62.0,58.0,5783,6.5,6.57,4.05
14286,14287,1.06,Very Good,H,VS2,62.5,57.0,5783,6.47,6.49,4.05
14289,14290,1.01,Fair,F,VS2,65.1,59.0,5784,6.17,6.21,4.03
14292,14293,1.23,Premium,G,VS1,62.2,58.0,5786,6.78,6.74,4.27
14297,14298,1.23,Very Good,I,VS2,59.7,58.0,5789,6.94,7.02,4.17
14306,14307,0.91,Ideal,G,VS1,62.1,57.0,5795,6.17,6.2,3.84
14307,14308,1.28,Ideal,J,VS2,62.8,57.0,5795,6.93,6.87,4.33
14308,14309,1.04,Ideal,F,SI1,60.9,56.0,5795,6.61,6.56,4.01
14327,14328,1.03,Ideal,D,SI1,61.2,55.0,5804,6.51,6.57,4.0
14328,14329,1.03,Ideal,D,SI1,61.6,55.0,5804,6.49,6.53,4.01
14329,14330,1.03,Ideal,D,SI1,61.0,57.0,5804,6.48,6.53,3.97
14331,14332,1.16,Ideal,D,SI1,62.0,56.0,5805,6.73,6.76,4.18
14341,14342,1.02,Ideal,E,SI1,61.9,55.0,5806,6.49,6.46,4.01
14343,14344,1.22,Ideal,I,SI1,60.2,57.0,5807,6.99,6.93,4.19
14347,14348,1.5,Very Good,G,I1,60.3,61.0,5808,7.34,7.39,4.44
14349,14350,1.14,Premium,H,VS1,62.0,62.0,5809,6.74,6.65,4.15
14351,14352,1.14,Premium,D,SI1,60.5,59.0,5809,6.79,6.73,4.09
14355,14356,1.06,Premium,G,VS2,62.3,59.0,5813,6.52,6.49,4.05
14357,14358,1.07,Premium,F,SI1,61.7,56.0,5813,6.66,6.5,4.06
14359,14360,1.21,Ideal,H,SI2,62.0,54.5,5814,6.81,6.87,4.25
14368,14369,1.09,Ideal,F,SI1,62.0,56.0,5816,6.59,6.61,4.09
14379,14380,0.3,Very Good,G,VS1,62.2,59.0,605,4.24,4.28,2.65
14384,14385,0.3,Ideal,H,VVS2,61.7,54.0,605,4.31,4.34,2.67
14385,14386,0.3,Premium,H,VVS2,62.4,58.0,605,4.26,4.3,2.67
14386,14387,0.3,Ideal,F,VS2,61.8,56.0,605,4.3,4.31,2.66
14389,14390,0.3,Good,G,VS1,63.1,58.0,605,4.24,4.28,2.69
14394,14395,0.3,Very Good,G,VS1,62.9,60.0,605,4.26,4.29,2.69
14395,14396,0.3,Good,H,VVS2,63.4,57.0,605,4.21,4.24,2.68
14398,14399,0.3,Good,G,VS1,63.6,55.0,605,4.26,4.29,2.72
14399,14400,0.3,Premium,F,VS2,62.2,60.0,605,4.22,4.27,2.64
14403,14404,1.08,Premium,H,VS1,58.6,60.0,5818,6.84,6.78,3.99
14404,14405,1.12,Ideal,H,SI1,60.9,57.0,5818,6.7,6.73,4.09
14407,14408,1.14,Very Good,F,SI1,61.0,60.0,5819,6.67,6.74,4.09
14417,14418,1.05,Premium,E,SI1,61.8,56.0,5821,6.57,6.5,4.04
14420,14421,1.2,Premium,H,SI1,60.8,60.0,5822,6.87,6.79,4.15
14422,14423,1.2,Premium,H,SI1,62.2,59.0,5822,6.79,6.71,4.2
14425,14426,1.3,Premium,H,VS2,62.7,58.0,5824,7.01,6.97,4.38
14426,14427,1.0,Ideal,G,VS2,62.3,56.0,5824,6.38,6.36,3.97
14430,14431,1.01,Premium,H,VS1,62.1,62.0,5826,6.36,6.32,3.94
14434,14435,1.01,Ideal,H,SI2,59.1,59.0,5828,6.58,6.61,3.9
14435,14436,1.13,Ideal,D,SI1,61.8,56.0,5829,6.68,6.74,4.15
14437,14438,1.0,Good,F,VS1,64.8,59.0,5829,6.17,6.23,4.02
14442,14443,1.17,Premium,H,SI1,58.5,62.0,5831,6.95,6.9,4.05
14445,14446,1.22,Premium,I,VS2,62.3,59.0,5832,6.79,6.83,4.24
14458,14459,1.06,Ideal,F,SI1,61.9,57.0,5834,6.57,6.54,4.06
14460,14461,1.03,Ideal,D,SI2,60.7,58.0,5836,6.51,6.53,3.96
14461,14462,1.08,Premium,F,SI1,61.3,57.0,5836,6.63,6.58,4.05
14463,14464,1.03,Ideal,E,SI1,60.3,55.0,5837,6.62,6.57,3.98
14467,14468,1.02,Very Good,D,SI1,62.7,57.0,5839,6.42,6.5,4.05
14468,14469,1.08,Ideal,H,VS2,62.1,56.0,5839,6.59,6.56,4.08
14478,14479,1.5,Fair,J,VS2,64.5,59.0,5846,7.2,7.07,4.6
14480,14481,1.2,Premium,H,SI2,62.3,59.0,5846,6.82,6.75,4.23
14486,14487,1.0,Very Good,D,SI1,63.2,60.0,5851,6.31,6.35,4.0
14488,14489,1.15,Premium,G,SI1,62.6,58.0,5851,6.71,6.65,4.18
14489,14490,1.33,Ideal,J,VS1,61.3,57.0,5852,7.08,7.11,4.35
14500,14501,1.36,Premium,I,SI2,62.7,58.0,5856,7.01,7.08,4.42
14506,14507,1.0,Good,G,VS2,63.5,59.0,5860,6.23,6.33,3.99
14507,14508,1.09,Premium,H,VS1,60.2,59.0,5860,6.71,6.67,4.03
14508,14509,1.01,Premium,D,SI1,61.5,59.0,5860,6.46,6.39,3.95
14511,14512,1.14,Ideal,H,SI1,60.4,57.0,5861,6.78,6.83,4.11
14512,14513,1.35,Ideal,J,VS2,61.4,57.0,5862,7.1,7.13,4.37
14516,14517,1.01,Premium,G,VS2,60.7,61.0,5864,6.46,6.42,3.91
14518,14519,1.01,Premium,G,VS2,63.0,56.0,5864,6.41,6.35,4.02
14520,14521,1.01,Premium,G,VS2,61.6,61.0,5864,6.46,6.36,3.95
14525,14526,1.01,Premium,G,VS2,60.7,60.0,5864,6.49,6.45,3.93
14528,14529,1.1,Ideal,I,VS1,62.3,55.0,5864,6.64,6.6,4.12
14531,14532,1.21,Very Good,I,VS1,61.2,58.0,5866,6.85,6.91,4.21
14532,14533,1.24,Ideal,J,VS1,61.6,57.0,5866,6.89,6.93,4.26
14534,14535,1.08,Ideal,H,SI1,60.0,58.0,5867,6.69,6.66,4.01
14538,14539,1.31,Premium,I,SI1,63.0,57.0,5869,6.96,6.91,4.37
14541,14542,1.68,Good,E,I1,64.3,60.0,5871,7.48,7.44,4.8
14545,14546,1.07,Ideal,D,SI1,61.8,55.0,5872,6.59,6.54,4.06
14546,14547,1.31,Premium,J,SI1,59.6,59.0,5876,7.16,7.13,4.26
14548,14549,1.28,Premium,H,VS2,59.4,60.0,5878,7.07,7.03,4.19
14549,14550,0.93,Ideal,G,IF,62.2,58.0,5879,6.25,6.22,3.88
14550,14551,0.95,Ideal,E,VS1,61.5,57.0,5879,6.3,6.28,3.87
14554,14555,1.2,Very Good,F,SI2,62.8,57.0,5880,6.73,6.78,4.24
14567,14568,1.04,Premium,F,SI1,59.5,60.0,5882,6.62,6.59,3.93
14572,14573,1.0,Very Good,H,VS2,64.7,56.0,5883,6.23,6.29,4.05
14575,14576,1.03,Very Good,I,SI2,63.5,58.0,5884,6.38,6.4,4.06
14576,14577,1.2,Very Good,H,SI2,61.5,58.0,5884,6.78,6.84,4.19
14582,14583,1.13,Premium,H,VS2,62.4,58.0,5885,6.66,6.61,4.14
14583,14584,1.01,Very Good,G,VS2,60.0,57.0,5886,6.53,6.6,3.94
14596,14597,1.24,Premium,I,VS2,60.1,59.0,5889,7.02,6.95,4.2
14600,14601,1.24,Premium,I,VS2,62.1,55.0,5889,6.91,6.87,4.28
14603,14604,1.02,Premium,D,SI1,62.3,59.0,5890,6.38,6.42,3.99
14612,14613,0.9,Ideal,D,VS2,63.0,57.0,5897,6.14,6.09,3.85
14613,14614,1.29,Good,J,VS2,58.2,61.0,5898,7.07,7.12,4.13
14616,14617,1.14,Good,E,SI1,60.9,64.0,5899,6.78,6.68,4.09
14617,14618,1.2,Premium,H,SI1,62.4,59.0,5899,6.73,6.7,4.19
14618,14619,1.26,Premium,G,SI2,59.1,59.0,5899,7.09,7.05,4.18
14623,14624,1.25,Premium,H,VS2,61.9,58.0,5902,6.9,6.84,4.25
14629,14630,1.03,Premium,E,VS2,61.3,61.0,5906,6.53,6.46,3.98
14643,14644,1.0,Premium,H,VVS2,61.4,59.0,5914,6.49,6.45,3.97
14644,14645,1.1,Very Good,H,VS2,61.3,58.0,5914,6.63,6.74,4.1
14647,14648,1.05,Ideal,D,SI1,62.8,57.0,5914,6.46,6.48,4.06
14648,14649,1.0,Very Good,G,VVS2,63.5,55.0,5914,6.36,6.3,4.02
14649,14650,1.0,Ideal,F,VVS2,61.3,56.0,5914,6.44,6.41,3.94
14656,14657,1.11,Very Good,D,SI1,61.6,57.0,5915,6.66,6.59,4.08
14658,14659,1.31,Very Good,I,SI2,62.7,58.0,5916,6.88,6.94,4.33
